NOMINA DE AGENTES RETENEDORES DE CAMBIO DE SUJETO ACTUALIZADA CON INFORMACION DE PUBLICACIONES EN EL DIARIO OFICIAL HASTA EL MES ANTERIOR
 
Cuerpo del RUT;Digito Verificador;Nombre/Razon Social;Producto;Codigo Unidad;Nombre Unidad;Regional;Dependencia de DGC
5900906;0;GONZALEZ FIGUEROA CARLOS HUMBERTO;HARINA;07301;LINARES;7;
5958949;0;TRIGO ROJAS MANUEL ERNESTO;CONTRATISTA;04101;LA SERENA;4;
5997219;7;ARANCIBIA CARVAJAL FRANCISCO ANTONIO;ESP. HIDROBIOLOS;03201;COPIAPO;3;
6006165;3;GARCIA PARDO JULIAN DEL CARMEN;GANADO;14109;MAIPU;14;
6029734;7;VARGAS MELLAFE MAURICIO EDUARDO;GANADO;16401;SAN BERNARDO;16;
6044270;3;POZO RETAMAL LUIS RUPERTO;CARNE;08201;CONCEPCION;8;
6080544;K;DONOSO FUENTES MARIO ENRIQUE;CARNE;13000;SANTIAGO CENTRO;13;
6105425;1;WERTH RICHTER SERGIO;CONTRATISTA;15103;PROVIDENCIA;15;
6179397;6;FERNANDEZ GOMEZ SECUNDINO NICOLAS;GANADO;12205;PUNTA ARENAS;12;
6184861;4;MEYER BUSCHMANN JORGE FEDERICO;PEQ.PROD.AGRICOLA;15000;SANTIAGO ORIENTE;15;
6203472;6;WILLER WILLER MONICA GLORIA;GANADO;10201;OSORNO;10;
6316095;4;SALDIVIA MORAGA TERESA MATILDE;ESP. HIDROBIOLOS;12205;PUNTA ARENAS;12;
6336208;5;NUNEZ PIZARRO ALICIA NOEMI;HARINA;02101;TOCOPILLA;2;
6373260;5;GURRUCHAGA SOTO MARIA ANTONIA;HARINA;13000;SANTIAGO CENTRO;13;
6438863;0;PINONES GONZALEZ LEONARDO GUILLERMO;GANADO;02201;ANTOFAGASTA;2;
6461397;9;VIDAL BARRAZA IGNACIO JAIME SERGIO;CONTRATISTA;05302;VINA DEL MAR;5;
6477094;2;GUINEZ ROJAS BERNARDO SEGUNDO;CONTRATISTA;03301;VALLENAR;3;
6523131;K;HITSCHFELD WINKLER MAURICIO FEDERICO GUILLERMO;GANADO;10303;PUERTO VARAS;10;
6555105;5;AGLIATI ECHENIQUE GONZALO MANUEL;CARNE;16401;SAN BERNARDO;16;
6555105;5;AGLIATI ECHENIQUE GONZALO MANUEL;GANADO;16401;SAN BERNARDO;16;
6577946;3;SAEZ MAYER PATRICIA MARGARITA;GANADO;10201;OSORNO;10;
6584989;5;ALVAREZ PEREZ WALDO MARIO;GANADO;10401;CASTRO;10;
6680365;1;BERRIOS CANCINO ESMERALDA DE LAS MERCEDES;HARINA;07101;CURICO;7;
6700788;3;PASTEN CANGANA GREGORIO DEL CARMEN;CONTRATISTA;04103;COQUIMBO;4;
6712359;K;ORTIZ DIAZ RUBEN ANTONIO;HARINA;16300;LA FLORIDA;16;
6763084;K;MANSILLA MANSILLA MARGOT MARIA;ESP. HIDROBIOLOS;10303;PUERTO VARAS;10;
6907323;9;ALBORNOZ QUINTERO HILARIO SEGUNDO;HARINA;09109;VICTORIA;9;
7023773;3;POZO GESSWEIN CARLOS IGNACIO;GANADO;07201;TALCA;7;
7047219;8;TAPIA AZOCAR JORGE ANTONIO;CARNE;07101;CURICO;7;
7075916;0;CAROCA PEREZ CECILIA ADRIANA;HARINA;16000;SANTIAGO SUR;16;
7080524;3;AFFELD FRENZ GERMAN RICARDO;GANADO;09201;TEMUCO;9;
7095840;6;TAPIA ARREDONDO RENE DEL CARMEN;HARINA;05201;LA LIGUA;5;
7147134;9;ABUD RAHAL EMILIO ERNESTO;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;16000;SANTIAGO SUR;16;
7180272;8;AHUMADA ARIAS ADIHER OMAR;CONTRATISTA;13000;SANTIAGO CENTRO;13;
7274503;5;ULLOA CHANDIA LEONEL ARNOLDO;HARINA;08303;LEBU;8;
7332085;2;CASTRO SEGURA JOSE HERNAN;HARINA;05303;VILLA ALEMANA;5;
7407370;0;HENRIQUEZ BUSTOS JUAN PATRICIO;PEQ.PROD.AGRICOLA;08101;REGIONAL CHILLAN;21;
7643800;5;MORAGA GODOY CLAUDIO RICARDO;CONTRATISTA;08401;LOS ANGELES;8;
7675053;K;LEON MONTECINOS HUGO DANIEL;CARNE;02201;ANTOFAGASTA;2;
7724887;0;BUSTAMANTE MUNOZ HECTOR JUVENAL;HARINA;10406;ANCUD;10;
7765912;9;COTTENIE BOHLE LUIS ALBERTO;PEQ.PROD.AGRICOLA;10301;PUERTO MONTT;10;
7798899;8;KULLMER HOFFMANN ARTURO ERICO;GANADO;10101;VALDIVIA;19;
7843469;4;LEIVA FARIAS JOSE ANTONIO;CARNE;16000;SANTIAGO SUR;16;
7901538;5;BECERRA GAETE FRANCISCO ANTONIO;PEQ.PROD.AGRICOLA;06205;SANTA CRUZ;6;
7946233;0;BAHAMONDE CARDENAS HECTOR ARSENIO;CONTRATISTA;12205;PUNTA ARENAS;12;
7969741;9;MONTIEL QUEDIMAN RENE RAUL;ESP. HIDROBIOLOS;12101;PUERTO NATALES;12;
7977086;8;CASTILLO HEMMELMANN JUAN MAURICIO ALEJANDRO;CONTRATISTA;08201;CONCEPCION;8;
7994650;8;ANDRADE MACIAS BERTA GEORGINA;CARNE;10401;CASTRO;10;
8154092;6;GALVEZ MUNOZ MARIA CAROLINA;HARINA;05601;SAN FELIPE;5;
8187906;0;ARANGUIZ BASAEZ GUACOLDA DE LAS MERCEDES;HARINA;06101;RANCAGUA;6;
8194156;4;VEGA GODOY FERNANDO EUGENIO;CONTRATISTA;07301;LINARES;7;
8199558;3;VELOSO PINCHEIRA ELENA CARMEN;PROD. SILVESTRES;08401;LOS ANGELES;8;
8248057;9;CARRILLO DIEZ JOSE MANUEL;GANADO;12205;PUNTA ARENAS;12;
8276407;0;VILLA PERETTY ARTURO ANDRES;HARINA;07301;LINARES;7;
8276407;0;VILLA PERETTY ARTURO ANDRES;PEQ.PROD.AGRICOLA;07301;LINARES;7;
8385927;K;NAVARRO CARCAMO IVAN JAIME;ESP. HIDROBIOLOS;12205;PUNTA ARENAS;12;
8515388;9;SANTANA RANIELE RUDECINDO SERGIO;GANADO;12205;PUNTA ARENAS;12;
8562409;1;PEEDE MALUENDA DOROTHY PAMELA;GANADO;11401;COYHAIQUE;11;
8683641;6;TRONCOSO TORO VILMA GLORIA;HARINA;15000;SANTIAGO ORIENTE;15;
8765185;1;ADI GRACIA DANIEL ALEJANDRO;GANADO;06101;RANCAGUA;6;
8848417;7;GAVILAN VILLARROEL VICTOR ADRIAN;MADERA;08101;REGIONAL CHILLAN;21;
8901202;3;TAMBLAY SILVA JUAN ALBERTO;CONTRATISTA;03201;COPIAPO;3;
9105686;0;GEBRIE SANHUEZA OSCAR PATRICIO;CONTRATISTA;08109;SAN CARLOS;21;
9380325;6;MARGAS LOYOLA JUAN CARLOS;CONTRATISTA;16401;SAN BERNARDO;16;
9422860;3;CERNA GUTIERREZ HECTOR MAURICIO;TRIGO;08401;LOS ANGELES;8;
9523963;3;SEPULVEDA SILVA EDUARDO ANTONIO;ARROZ;07301;LINARES;7;
9534470;4;CONTRERAS BRAVO MARCO ALEJANDRO;HARINA;07101;CURICO;7;
9636462;8;BRAVO GOMEZ PEDRO ALBERTO;CHATARRA;01101;ARICA;18;
9646810;5;RAMOS CASTILLO LUIS FERNANDO;LEGUMBRE;07301;LINARES;7;
9773525;5;PEREZ MOREIRA HUMBERTO ENRIQUE;CONTRATISTA;13000;SANTIAGO CENTRO;13;
9824487;5;VERGARA ZAMORANO NELSON GABRIEL;PEQ.PROD.AGRICOLA;06201;SAN FERNANDO;6;
9833363;0;OSORIO AGUILERA DANIEL SERVANDO;CONTRATISTA;04101;LA SERENA;4;
9859248;2;FLORES TEJADA CECILIA ELENA;HARINA;13000;SANTIAGO CENTRO;13;
9970219;2;AGUILERA ARANCIBIA GLADYS REBECA;ESP. HIDROBIOLOS;01211;ALTO HOSPICIO;1;
10472652;6;KUNSTMANN SANCHEZ GUSTAVO ANDRES;GANADO;10101;VALDIVIA;19;
10892413;6;SOLIS VASQUEZ JOEL PATRICIO;HARINA;16000;SANTIAGO SUR;16;
11768552;7;INOSTROZA LOYOLA ELMO IGNACIO;HARINA;07305;PARRAL;7;
12017735;4;FULLERTON QUEZADA JACQUELINE JANET;HARINA;05302;VINA DEL MAR;5;
13388074;7;CORDOVA RIQUELME FREDY EDUARDO;CHATARRA;08401;LOS ANGELES;8;
13846954;9;ALVAREZ ABURTO INGRID DEL PILAR;HARINA;10101;VALDIVIA;19;
15298053;1;MARCHANT EUGENIN PAULA CONSUELO;HARINA;10401;CASTRO;10;
15804779;9;CARRERA LOPEZ ROSE MARIE;CHATARRA;06101;RANCAGUA;6;
17649329;1;MIRANDA GUTIERREZ JAVIER IGNACIO;GANADO;10401;CASTRO;10;
19832063;3;SILVA VALDES TOMAS PATRICIO;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;20000;SANTIAGO NORTE;20;
50280200;3;GUTIERREZ HERMANOS S.A;GANADO;04201;OVALLE;4;
53183260;4;SUC IBAR ARTURO ARDILES ARDILES;HARINA;04301;ILLAPEL;4;
59029140;4;FRIMA S A;CARNE;10201;OSORNO;10;
70024890;9;FEDERACION DEPORTIVA NACIONAL DEL RODEO CHILENO;GANADO;15103;PROVIDENCIA;15;
70251100;3;CENTRAL DE COMPRAS LA CALERA SA;HARINA;05501;QUILLOTA;5;
70319000;6;COOP CAMPESINA SAN DIONISIO LTDA;HARINA;07301;LINARES;7;
70772100;6;UNIVERSIDAD DE LOS LAGOS;ESP. HIDROBIOLOS;10201;OSORNO;10;
72484500;2;COOP CAMPESINA MALALHUE LIMITADA;PEQ.PROD.AGRICOLA;10103;LANCO;19;
77023320;8;INMOBILIARIA PUCARA LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
77025760;3;CONSTRUCTORA RAMON YON CARVALLO Y CIA LTDA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
77041270;6;SOC COMERCIAL SAN ROBERTO LIMITADA;HARINA;06301;PICHILEMU;6;
77042260;4;SOC COMERCIAL BOYEN LIMITADA;PROD. SILVESTRES;08101;REGIONAL CHILLAN;21;
77045040;3;SOC DE INVERSIONES CONSTRUCCIONES Y SERVIC INDUSTRIALES  BISMARK LTDA;CONTRATISTA;14000;SANTIAGO PONIENTE;14;
77072260;8;CONSTRUCTORA Y MAESTRANZA TECNICA LIMITADA;CONTRATISTA;05501;QUILLOTA;5;
77078760;2;METCOM SPA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
77079000;K;FUNDICION Y MAESTRANZA OMAMET SPA;CHATARRA;16401;SAN BERNARDO;16;
77091130;3;INVERSIONES SANTA INES LIMITADA;GANADO;15000;SANTIAGO ORIENTE;15;
77094810;K;CONSTRUK SPA;CONTRATISTA;05501;QUILLOTA;5;
77114340;7;CONSTRUCTORA M.V.G SPA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
77137230;9;INVERSIONES SANTA MARGARITA LTDA;GANADO;10301;PUERTO MONTT;10;
77137270;8;CONSTRUCTORA STANGE HERMANOS LIMITADA;CONTRATISTA;10303;PUERTO VARAS;10;
77186690;5;THOMAS CAMPBELL Y COMPANIA LIMITADA;ESP. HIDROBIOLOS;08201;CONCEPCION;8;
77210340;9;PROVEEDOR DE CARNES LIMITADA;CARNE;16000;SANTIAGO SUR;16;
77214090;8;SOC GANADERA JARAMILLO Y COMPANIA LTDA;GANADO;10109;LA UNION;19;
77224360;K;AGRICOLA BOQUIAL LIMITADA;GANADO;10201;OSORNO;10;
77237490;9;PQD SERVICIOS INTEGRALES Y COMPANIA LIMITADA;CONTRATISTA;20000;SANTIAGO NORTE;20;
77260080;1;CONSTRUCTORA DEMAC SPA;CONTRATISTA;16401;SAN BERNARDO;16;
77274730;6;SOC CONSTRUCTORA E INMOBILIARIA NUEVO SIGLO S A;CONTRATISTA;13000;SANTIAGO CENTRO;13;
77296500;1;SOC CAPRINA LONQUIMAY LIMITADA;PEQ.PROD.AGRICOLA;09109;VICTORIA;9;
77312220;2;CONSORCIO CONSTRUCTOR ARAUCARIA LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
77312730;1;CONSTRUCTORA ANDREU LIMITADA EN QUIEBRA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
77325900;3;AGRICOLA LOS MOLINOS LTDA;GANADO;16000;SANTIAGO SUR;16;
77336620;9;BALTAZAR GUAJARDO Y COMPANIA LIMITADA;CONTRATISTA;08101;REGIONAL CHILLAN;21;
77338720;6;AGRICOLA DELMEN LIMITADA;GANADO;15000;SANTIAGO ORIENTE;15;SI
77346290;9;SOC METALURGICA CONSTRUCTORA E INGENIERIA LIMITADA;CONTRATISTA;16401;SAN BERNARDO;16;
77358530;K;FORESTAL LAS MARIAS LTDA;MADERA;10101;VALDIVIA;19;
77377910;4;COMERCIAL E INDUSTRIAL SANTA REGINA LIMITADA;PEQ.PROD.AGRICOLA;08109;SAN CARLOS;21;
77382130;5;SOC COMERCIAL Y DISTRIBUIDORA DE PRODUCTOS MOLINEROS LTDA;PEQ.PROD.AGRICOLA;06201;SAN FERNANDO;6;
77382410;K;ALIMENTOS DEL LITORAL Y COMPANIA LIMITADA;CARNE;05401;SAN ANTONIO;5;
77387860;9;JRP INGENIERIA Y CONSTRUCCION SPA;CONTRATISTA;15103;PROVIDENCIA;15;
77391530;K;SOC CONSTRUCTORA E INMOBILIARIA OLAVARRIA LIMITADA;CONTRATISTA;06101;RANCAGUA;6;
77399590;7;SOCOMAL SPA ;LEGUMBRE;09201;TEMUCO;9;
77423610;4;FERIA REGIONAL DEL CENTRO LIMITADA;GANADO;07305;PARRAL;7;
77442830;5;SOC AGRICOLA SAN RAFAEL LIMITADA;BERRIES;20000;SANTIAGO NORTE;20;
77474010;4;INGENIERIA Y CONSTRUCCION VON UNGER LIMITADA;CONTRATISTA;06101;RANCAGUA;6;
77496600;5;AGROINDUSTRIAL RIO TENO LIMITADA EN LIQUIDACION;BERRIES;15103;PROVIDENCIA;15;
77501730;9;SOLUCIONES INTEGRALES SANHUEZA SPA;CONTRATISTA;16000;SANTIAGO SUR;16;
77517000;K;SOC MUNOZ HERMANOS LIMITADA;HARINA;09201;TEMUCO;9;
77530630;0;CONSTRUCTORA RIO CRISTAL S.A.;CONTRATISTA;04101;LA SERENA;4;
77532910;6;MERCOMEX SA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;20000;SANTIAGO NORTE;20;
77563870;2;SOC CONSTRUCTORA SARCAL LIMITADA;CONTRATISTA;08206;TALCAHUANO;8;
77575340;4;SUPERMERCADO ELTIT LIMITADA;HARINA;09215;VILLARRICA;9;
77582030;6;JORGE ARELLANO FONTI Y COMPANIA LIMITADA;CHATARRA;08206;TALCAHUANO;8;
77620870;1;INGENIERIA Y CONSTRUCCION TITAN LIMITADA ;CONTRATISTA;13000;SANTIAGO CENTRO;13;
77625960;8;INVERSIONES LO BOZA SERVICIOS LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;14000;SANTIAGO PONIENTE;14;
77648320;6;CONSTRUCTORA LOS PELLINES LIMITADA;CONTRATISTA;09201;TEMUCO;9;
77648580;2;TECSA OBRAS INDUSTRIALES S.A.;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78009730;2;KREPIS INGENIERIA Y CONSTRUCCION S A;CONTRATISTA;05302;VINA DEL MAR;5;
78018950;9;AGRICOLA TRUCAO S A;BERRIES;10201;OSORNO;10;
78028700;4;INGENIERIA, PROYECTOS Y MONTAJES PROPAMAT SPA;CONTRATISTA;16401;SAN BERNARDO;16;
78035380;5;AGRICOLA Y COMERCIAL LOS CORRALES LIMITADA;GANADO;10201;OSORNO;10;
78054040;0;EMPRESA CONSTRUCTORA V Y G S A;CONTRATISTA;03101;CHANARAL;3;
78060790;4;SOC GANADERA EL MONTE LIMITADA;CARNE;15103;PROVIDENCIA;15;
78064670;5;HOTELERA VILLA EL DESCANSO LIMITADA;ESP. HIDROBIOLOS;07101;CURICO;7;
78070670;8;SOC MOLINERA Y ARROCERA VILLANUEVA Y BAS;TRIGO;07401;CAUQUENES;7;
78070670;8;SOC MOLINERA Y ARROCERA VILLANUEVA Y BAS;PEQ.PROD.AGRICOLA;07401;CAUQUENES;7;
78081820;4;FRIOSUR ALIMENTOS DEL MAR S.A.;ESP. HIDROBIOLOS;15103;PROVIDENCIA;15;
78086350;1;BRUSONI Y BRUSONI LIMITADA;PEQ.PROD.AGRICOLA;10201;OSORNO;10;
78105310;4;ROTISERIA ARICA LIMITADA;CARNE;01101;ARICA;18;
78106810;1;SOC INDUSTRIAL Y COMERCIAL WASHINGTON SOTO AGUILAR Y COMPANIA LTDA;HARINA;08206;TALCAHUANO;8;
78108730;0;GRAN MAR LIMITADA;ESP. HIDROBIOLOS;10401;CASTRO;10;
78122850;8;PANADERIA CHILLAN LIMITADA;HARINA;08101;REGIONAL CHILLAN;21;
78129190;0;FORESTAL LEON LIMITADA;MADERA;08101;REGIONAL CHILLAN;21;
78135670;0;SOC COMERCIAL AMALIA BOLZONI Y COMPANIA;TRIGO;08201;CONCEPCION;8;
78148920;4;FRANCISCO JAVIER DINAMARCA BAEZA CLIMATIZACIONES E.I.R.L.;CONTRATISTA;16401;SAN BERNARDO;16;
78183610;9;RAMON ACHURRA Y COMPANIA SPA;GANADO;06101;RANCAGUA;6;
78206080;5;EMPRESA CONSTRUCTORA AGUA SANTA S A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78209140;9;SOC ENVASADORA SAN CRISTOBAL LIMITADA;LEGUMBRE;07101;CURICO;7;
78209860;8;RENT A CAR Y CONSTRUCCIONES LONCOTRARO VILLARRICA LIMITADA;CONTRATISTA;09215;VILLARRICA;9;
78209990;6;DISTRIBUIDORA DOMINGUEZ LTDA;GANADO;16401;SAN BERNARDO;16;
78220310;K;SMOLT CHILE S A;ESP. HIDROBIOLOS;10401;CASTRO;10;
78227090;7;CONSTRUCTORA NOLLAGAM LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78247780;3;FABRICA DE MUEBLES MOBEL S A;CONTRATISTA;20000;SANTIAGO NORTE;20;
78252630;8;RESTAURANT PAINE LIMITADA;CARNE;16403;BUIN;16;
78260140;7;ALIMENTOS DEL MAR LIMITADA;ESP. HIDROBIOLOS;08201;CONCEPCION;8;
78279230;K;AGRICOLA FRUTOS DEL MAIPO LIMITADA;BERRIES;16401;SAN BERNARDO;16;
78283240;9;COMERCIALIZADORA Y PRODUCTORA LA COPA LIMITADA;TRIGO;07301;LINARES;7;
78331390;1;INGENIERIA MAQUINARIA Y CONSTRUCCION LTDA;CONTRATISTA;15103;PROVIDENCIA;15;
78340550;4;SOC PESQUERA TUBUL LTDA;ESP. HIDROBIOLOS;08201;CONCEPCION;8;
78347550;2;AGRICOLA Y GANADERA EL COLEGUAL LIMITADA;PEQ.PROD.AGRICOLA;15000;SANTIAGO ORIENTE;15;
78363280;2;SOC AGRO INDUSTRIAL BUREO LIMITADA;PEQ.PROD.AGRICOLA;07305;PARRAL;7;
78370800;0;DISTRIBUIDORA ORIENTE LTDA;CARNE;06101;RANCAGUA;6;
78402310;9;CERRO PROVINCIA CONSTRUCCIONES SPA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
78431780;3;MOLINERA TRAIGUEN LIMITADA;PEQ.PROD.AGRICOLA;09101;ANGOL;9;
78447670;7;SOC AGRICOLA ILIHUE LIMITADA;PEQ.PROD.AGRICOLA;10109;LA UNION;19;
78467710;9;INMOBILIARIA E INVERSIONES MULCHEN LTDA;HARINA;14601;MELIPILLA;14;
78469140;3;MATADERO RIO PANGAL LIMITADA;CARNE;11101;AYSEN;11;
78469420;8;COMERCIAL E INDUSTRIAL ACCURATEK  S A;CONTRATISTA;20000;SANTIAGO NORTE;20;
78475650;5;CONSTRUCTORA E INMOBILIARIA MUNZEN MAYER Y SILVA LIMITADA;CONTRATISTA;06101;RANCAGUA;6;
78489380;4;MOLINERA GORBEA LIMITADA;PEQ.PROD.AGRICOLA;09201;TEMUCO;9;
78494010;1;SOC COMERCIAL O'HIGGINS LIMITADA;HARINA;10301;PUERTO MONTT;10;
78545500;2;CRIADERO LA MONTANA LIMITADA;GANADO;06201;SAN FERNANDO;6;
78548940;3;COMERCIAL COLON LIMITADA;HARINA;08201;CONCEPCION;8;
78549280;3;ENVASES ROBLE ALTO S A;PAPEL-CARTON;20000;SANTIAGO NORTE;20;
78568210;6;AGROINDUSTRIAL ALKA S A;GANADO;14601;MELIPILLA;14;
78577670;4;SOC PESQUERA QUINTERO LIMITADA;ESP. HIDROBIOLOS;05302;VINA DEL MAR;5;
78592680;3;CONSTRUCTORA JOSE MIGUEL GARCIA Y  CIA LIMITADA;CONTRATISTA;09201;TEMUCO;9;
78627210;6;HIPERMERCADOS TOTTUS SA;HARINA;13000;SANTIAGO CENTRO;13;SI
78630980;8;RODRIGUEZ Y RODRIGUEZ IMPORTACIONES LTDA;CONTRATISTA;20000;SANTIAGO NORTE;20;
78640950;0;TRANSPORTES AGRICOLA Y FORESTAL EL ALAMO LIMITADA;CARNE;08303;LEBU;8;
78652020;7;HEROPI CONSTRUCTORA LTDA;CONTRATISTA;03201;COPIAPO;3;
78722910;7;TOTTUS S.A.;HARINA;13000;SANTIAGO CENTRO;13;
78752960;7;SOCIEDAD DE TRANSPORTES COMERCIALIZADORA Y MOLINERA TEMUCO SCHEID LTDA;TRIGO;09201;TEMUCO;9;
78776710;9;GAF SPA;MADERA;13000;SANTIAGO CENTRO;13;
78776810;5;AGRICOLA PICHILEMU S A;GANADO;13000;SANTIAGO CENTRO;13;
78784400;6;TRANSPORTES Y AGRICOLA SANTA JERONIMA LIMITADA;CARNE;13000;SANTIAGO CENTRO;13;
78787880;6;CONSTRUCTORA MONTEVERDE LIMITADA;CONTRATISTA;15103;PROVIDENCIA;15;
78808000;K;INGENIER.CONSTRUCC E INSTAL.LUIS CHACON EMPRSA INDIV.DE RESP.LIMIT.;CONTRATISTA;16000;SANTIAGO SUR;16;
78814320;6;SOC AGRICOLA Y COMERCIAL SIETE LAGOS S A;PEQ.PROD.AGRICOLA;10108;PANGUIPULLI;19;
78829370;4;CONSTRUCTORA CARVALLO Y SEMLER LIMITADA;CONTRATISTA;09201;TEMUCO;9;
78834300;0;CECINAS LAUTARO LIMITADA;GANADO;09201;TEMUCO;9;
78838940;K;EXPORTADORA E INVERSIONES AGROBERRIES SPA;BERRIES;15000;SANTIAGO ORIENTE;15;
78853880;4;SOC DE INVERSIONES AXIOMA LIMITADA;CONTRATISTA;03201;COPIAPO;3;
78860540;4;INGENIERIA Y CONSTRUCCION ALDO QUATTRUCCI SPA;CONTRATISTA;15105;NUNOA;13;
78869130;0;COMERCIAL JARDIN DEL MAR LIMITADA;CARNE;08201;CONCEPCION;8;
78870840;8;COMERCIAL TRAHUEL LIMITADA;HARINA;10401;CASTRO;10;
78878080;K;FERIA REGIONAL SAN VICENTE LTDA;GANADO;06110;SAN VICENTE TAGUA TAGUA;6;
78885550;8;PERSONAL COMPUTER FACTORY SOCIEDAD ANONIMA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15103;PROVIDENCIA;15;
78909900;6;CONSTRUCTORA INPROTEC LTDA;CONTRATISTA;14000;SANTIAGO PONIENTE;14;
78920410;1;SOC AGRICOLA Y LECHERA MUNE LIMITADA;PEQ.PROD.AGRICOLA;09201;TEMUCO;9;
78921150;7;TRANSACCIONES Y SERVICIOS REMEHUE LTDA;PEQ.PROD.AGRICOLA;10201;OSORNO;10;
78921690;8;WOM S.A.;PREPAGO TELEFONIA;13000;SANTIAGO CENTRO;13;SI
78925920;8;I.C.Q. SOCIEDAD ANONIMA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
78948520;8;COOP CAMPESINA TEGUALDA LTDA;PEQ.PROD.AGRICOLA;10303;PUERTO VARAS;10;
78966250;9;COMERCIAL LAGUNILLAS LIMITADA;GANADO;08201;CONCEPCION;8;
78980880;5;CONSTRUCCIONES Y SERVICIOS PINGUERAL LIMITADA;CONTRATISTA;05302;VINA DEL MAR;5;
78990250;K;SOCIEDAD COMERCIAL EL BOSQUE LIMITADA;CHATARRA;15000;SANTIAGO ORIENTE;15;
78996120;4;GANADERA COYHAIQUE LIMITADA;CARNE;11401;COYHAIQUE;11;
79511970;1;WALTER BASCUNAN SOCIEDAD ANONIMA;CARNE;07301;LINARES;7;
79513290;2;CONSTRUCTORA ABSALON ESPINOSA Y CIA LTDA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79517410;9;MEJILLONES AUCAR LIMITADA;ESP. HIDROBIOLOS;15000;SANTIAGO ORIENTE;15;
79520280;3;AGRICOLA Y COMERCIAL TRUMAO LTDA;CARNE;15000;SANTIAGO ORIENTE;15;
79523450;0;INGENIERIA ELECTRICA INGELMOR (EN LIQUIDACI&#xD3;N) LTDA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79527700;5;CAMPOMAR SPA;ESP. HIDROBIOLOS;10401;CASTRO;10;
79527880;K;MIGUEL NENADOVICH Y CIA LTDA;CONTRATISTA;15103;PROVIDENCIA;15;
79557760;2;SUPERMERCADO LA GRANJA LTDA;HARINA;05601;SAN FELIPE;5;
79559220;2;SALMONES PACIFIC STAR S A;ESP. HIDROBIOLOS;10301;PUERTO MONTT;10;SI
79573130;K;RAKOS Y VARELA ASOCIADOS LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79578400;4;CONSTRUCTORA ARMAS SPA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79580160;K;AGRICOLA AASA LIMITADA;CARNE;14601;MELIPILLA;14;
79587210;8;MINERA ESCONDIDA LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;SI
79588870;5;ESMAX DISTRIBUCION SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;SI
79606540;0;MOLINO ARROCERO FARPAL  SPA;LEGUMBRE;07305;PARRAL;7;
79615510;8;EMILIO POHL Y COMPANIA LIMITADA;MADERA;14000;SANTIAGO PONIENTE;14;
79637230;3;ARAVENA HNOS LIMITADA;CARNE;16401;SAN BERNARDO;16;
79637470;5;CONSTRUCTORA SAN FERNANDO S A;CONTRATISTA;20000;SANTIAGO NORTE;20;
79649650;9;SOC EXPORTADORA MAS MAR LTDA;ESP. HIDROBIOLOS;14000;SANTIAGO PONIENTE;14;
79657030;K;LAMBDA CONSTRUCCIONES COMPANIA LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79667570;5;COMERCIAL Y GANADERA JUAN DOMINGO LIMITADA;GANADO;07101;CURICO;7;
79670620;1;AGROSPEC S A;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;14109;MAIPU;14;
79673810;3;SOC DE INSTALACIONES ALEJANDRO CHO LAKIS F Y JUAN IGNACIO MAIZA M LTDA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79677320;0;INLAC SOCIEDAD ANONIMA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79680850;0;SOC MOLINERA Y COMERCIAL LOS ANGELES LIM;TRIGO;08101;REGIONAL CHILLAN;21;
79683880;9;EMPRESA CONSTRUCTORA SENDA LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79690020;2;SEA SALMON LIMITADA;ESP. HIDROBIOLOS;10301;PUERTO MONTT;10;
79693930;3;L OREAL CHILE SA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
